ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas
110,grouped,AJ-HUB2KIT4G-DP-PHOD-B,,"Kit Ajax HUB 2 4G - Negro (Personalizable)",1,1,visible,"Incluye: Hub 2 4G, Teclado KeyPad Plus, Sirena interior HomeSiren, 2× MotionCam PhOD, 1× DoorProtect Plus, 1× Mando SpaceControl. Disponible en Negro.","<h2>Kit Completo de Seguridad Inteligente Ajax - Modelo Negro</h2>
\n 	<li><strong>Confirmación visual</strong>: LED multicolor indica el estado del sistema</li>
\n 	<li><strong>Emparejamiento rápido</strong>: Configuración mediante código QR</li>
\n 	<li><strong>SmartBracket</strong>: Montaje rápido sin destornilladores</li>
\n 	<li><strong>Protección antisabotaje</strong>: Alerta si se retira de la pared</li>
\n 	<li><strong>Comunicación Jeweller</strong>: Alcance hasta 1700m</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos anti-spoofing</li>
\n 	<li>Bloqueo temporal tras intentos fallidos</li>
\n 	<li>Detección de inhibición de señal</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 4× pilas AAA (incluidas)</li>
\n 	<li><strong>Duración</strong>: Hasta 4.5 años</li>
\n 	<li><strong>Alertas</strong>: Notificación cuando batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Códigos PIN</strong>: Hasta 99 usuarios</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1700m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: +5°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 150 × 103 × 16 mm</li>
\n 	<li><strong>Peso</strong>: 163g con baterías</li>
\n 	<li><strong>Certificación</strong>: EN 50131 Grade 2</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>KeyPad Negro</li>
\n 	<li>SmartBracket (panel de montaje)</li>
\n 	<li>4× pilas AAA</li>
\n 	<li>Guía de instalación rápida</li>
\n</ul>
\n<em>Ideal para viviendas, oficinas y comercios. Compatible con todos los Hubs Ajax.</em>",,,taxable,,1,,,0,0,0.163,15,10.3,1.6,1,,,125,Teclados,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2026/01/AJ-KEYPAD-B_processed.png,,,,,,,,,0,
117,simple,AJ-KEYPAD-W,,"Teclado estándar Blanco",1,0,visible,"Teclado táctil inalámbrico Ajax en blanco. Hasta 99 códigos PIN, vidrio templado, LED multicolor. Batería 4.5 años. Alcance 1700m. Montaje SmartBracket sin herramientas.","<h2>Ajax KeyPad - Teclado Táctil (Blanco)</h2>
\nTeclado inalámbrico táctil para controlar el sistema de seguridad Ajax. Permite armar y desarmar el sistema mediante códigos PIN personalizados.
\n<h3>✨ Características:</h3>
\n<ul>
\n 	<li><strong>Hasta 99 códigos PIN</strong>: Usuarios independientes con permisos personalizables</li>
\n 	<li><strong>Teclado táctil</strong>: Superficie lisa de vidrio templado</li>
\n 	<li><strong>Confirmación visual</strong>: LED multicolor indica el estado del sistema</li>
\n 	<li><strong>Emparejamiento rápido</strong>: Configuración mediante código QR</li>
\n 	<li><strong>SmartBracket</strong>: Montaje rápido sin destornilladores</li>
\n 	<li><strong>Protección antisabotaje</strong>: Alerta si se retira de la pared</li>
\n 	<li><strong>Comunicación Jeweller</strong>: Alcance hasta 1700m</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos anti-spoofing</li>
\n 	<li>Bloqueo temporal tras intentos fallidos</li>
\n 	<li>Detección de inhibición de señal</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 4× pilas AAA (incluidas)</li>
\n 	<li><strong>Duración</strong>: Hasta 4.5 años</li>
\n 	<li><strong>Alertas</strong>: Notificación cuando batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Códigos PIN</strong>: Hasta 99 usuarios</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1700m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: +5°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 150 × 103 × 16 mm</li>
\n 	<li><strong>Peso</strong>: 163g con baterías</li>
\n 	<li><strong>Certificación</strong>: EN 50131 Grade 2</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>KeyPad Blanco</li>
\n 	<li>SmartBracket (panel de montaje)</li>
\n 	<li>4× pilas AAA</li>
\n 	<li>Guía de instalación rápida</li>
\n</ul>
\n<em>Ideal para viviendas, oficinas y comercios. Compatible con todos los Hubs Ajax.</em>",,,taxable,,1,,,0,0,0.163,15,10.3,1.6,1,,,125,Teclados,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-KEYPAD-W.jpg,,,,,,,,,0,
118,simple,AJ-KEYPADPLUS-B,,"Keypad Plus Negro",1,0,visible,"Teclado táctil Ajax Plus en negro con lector NFC. Hasta 99 códigos PIN + tarjetas/tags NFC ilimitados. Batería 3.5 años. Control rápido sin contacto con tecnología DESFire®.","<h2>Ajax KeyPad Plus - Teclado con NFC (Negro)</h2>
\nTeclado táctil avanzado con lector NFC integrado. Permite controlar el sistema mediante códigos PIN o tarjetas/tags NFC Ajax Pass.
\n<h3>✨ Características Plus:</h3>
\n<ul>
\n 	<li><strong>Lector NFC integrado</strong>: Compatible con Ajax Pass y Tag</li>
\n 	<li><strong>Hasta 99 códigos PIN</strong>: Gestión completa de usuarios</li>
\n 	<li><strong>Control sin contacto</strong>: Acerca Pass/Tag para armar/desarmar</li>
\n 	<li><strong>Teclado táctil</strong>: Vidrio templado resistente</li>
\n 	<li><strong>LED multicolor</strong>: Indicador visual del estado</li>
\n 	<li><strong>SmartBracket</strong>: Instalación sin herramientas</li>
\n 	<li><strong>Comunicación Jeweller</strong>: Alcance 1700m</li>
\n</ul>
\n<h3>🎯 Ventajas del NFC:</h3>
\n<ul>
\n 	<li>Acceso rápido sin memorizar códigos</li>
\n 	<li>Ideal para niños, ancianos o personal de servicio</li>
\n 	<li>Tarjetas personalizables con nombre de usuario</li>
\n 	<li>Registro detallado: quién y cuándo accedió</li>
\n 	<li>Tecnología DESFire® con cifrado de 128 bits</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación anti-spoofing</li>
\n 	<li>Bloqueo tras intentos fallidos</li>
\n 	<li>Detección de inhibición y sabotaje</li>
\n 	<li>Tarjetas NFC anti-clonación</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 4× pilas AAA (incluidas)</li>
\n 	<li><strong>Duración</strong>: Hasta 3.5 años</li>
\n 	<li><strong>Alertas</strong>: Notificación batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Usuarios</strong>: Hasta 99 códigos PIN + tarjetas NFC ilimitadas</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1700m</li>
\n 	<li><strong>NFC</strong>: ISO 14443, DESFire®</li>
\n 	<li><strong>Temperatura</strong>: +5°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 150 × 103 × 16 mm</li>
\n 	<li><strong>Peso</strong>: 163g</li>
\n 	<li><strong>Certificación</strong>: EN 50131 Grade 2</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>KeyPad Plus Negro</li>
\n 	<li>SmartBracket</li>
\n 	<li>4× pilas AAA</li>
\n 	<li>Guía de instalación</li>
\n</ul>
\n<em>Compatible con Ajax Pass (tarjetas) y Tag (llaveros NFC). Precio: +15€ vs KeyPad estándar.</em>",,,taxable,,1,,,0,0,0.163,15,10.3,1.6,1,,,140,Teclados,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-KEYPADPLUS-B.jpg,,,,,,,,,0,
119,simple,AJ-KEYPADPLUS-W,,"Keypad Plus Blanco",1,0,visible,"Teclado táctil Ajax Plus en blanco con lector NFC. Hasta 99 códigos PIN + tarjetas/tags NFC ilimitados. Batería 3.5 años. Control rápido sin contacto con tecnología DESFire®.","<h2>Ajax KeyPad Plus - Teclado con NFC (Blanco)</h2>
\nTeclado táctil avanzado con lector NFC integrado. Permite controlar el sistema mediante códigos PIN o tarjetas/tags NFC Ajax Pass.
\n<h3>✨ Características Plus:</h3>
\n<ul>
\n 	<li><strong>Lector NFC integrado</strong>: Compatible con Ajax Pass y Tag</li>
\n 	<li><strong>Hasta 99 códigos PIN</strong>: Gestión completa de usuarios</li>
\n 	<li><strong>Control sin contacto</strong>: Acerca Pass/Tag para armar/desarmar</li>
\n 	<li><strong>Teclado táctil</strong>: Vidrio templado resistente</li>
\n 	<li><strong>LED multicolor</strong>: Indicador visual del estado</li>
\n 	<li><strong>SmartBracket</strong>: Instalación sin herramientas</li>
\n 	<li><strong>Comunicación Jeweller</strong>: Alcance 1700m</li>
\n</ul>
\n<h3>🎯 Ventajas del NFC:</h3>
\n<ul>
\n 	<li>Acceso rápido sin memorizar códigos</li>
\n 	<li>Ideal para niños, ancianos o personal de servicio</li>
\n 	<li>Tarjetas personalizables con nombre de usuario</li>
\n 	<li>Registro detallado: quién y cuándo accedió</li>
\n 	<li>Tecnología DESFire® con cifrado de 128 bits</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación anti-spoofing</li>
\n 	<li>Bloqueo tras intentos fallidos</li>
\n 	<li>Detección de inhibición y sabotaje</li>
\n 	<li>Tarjetas NFC anti-clonación</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 4× pilas AAA (incluidas)</li>
\n 	<li><strong>Duración</strong>: Hasta 3.5 años</li>
\n 	<li><strong>Alertas</strong>: Notificación batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Usuarios</strong>: Hasta 99 códigos PIN + tarjetas NFC ilimitadas</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1700m</li>
\n 	<li><strong>NFC</strong>: ISO 14443, DESFire®</li>
\n 	<li><strong>Temperatura</strong>: +5°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 150 × 103 × 16 mm</li>
\n 	<li><strong>Peso</strong>: 163g</li>
\n 	<li><strong>Certificación</strong>: EN 50131 Grade 2</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>KeyPad Plus Blanco</li>
\n 	<li>SmartBracket</li>
\n 	<li>4× pilas AAA</li>
\n 	<li>Guía de instalación</li>
\n</ul>
\n<em>Compatible con Ajax Pass (tarjetas) y Tag (llaveros NFC). Precio: +15€ vs KeyPad estándar.</em>",,,taxable,,1,,,0,0,0.163,15,10.3,1.6,1,,,140,Teclados,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-KEYPADPLUS-W.jpg,,,,,,,,,0,
120,simple,AJ-HOMESIREN-W,,"Sirena interior Blanco",1,0,visible,"Sirena interior Ajax en blanco, 105 dB ajustables. LED indicador, función Chime, tonos personalizables. Batería 5 años. Alcance 2000m. Montaje SmartBracket sin herramientas.","<h2>Ajax HomeSiren - Sirena Interior (Blanco)</h2>
\nSirena inalámbrica interior con sonido potente de 105 dB y LED indicador. Alerta eficazmente ante intrusiones y situaciones de emergencia.
\n<h3>✨ Características:</h3>
\n<ul>
\n 	<li><strong>105 dB de potencia</strong>: Volumen ajustable para interiores</li>
\n 	<li><strong>LED indicador</strong>: Confirmación visual del estado del sistema</li>
\n 	<li><strong>Tonos personalizables</strong>: Diferentes sonidos para cada tipo de alarma</li>
\n 	<li><strong>Duración ajustable</strong>: Alarmas de 3 segundos a 3 minutos</li>
\n 	<li><strong>Función Chime</strong>: Notificación sonora al abrir puertas</li>
\n 	<li><strong>LED externo opcional</strong>: Terminal para conectar iluminación adicional</li>
\n 	<li><strong>SmartBracket</strong>: Montaje rápido sin herramientas</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 1× CR123A (incluida)</li>
\n 	<li><strong>Duración</strong>: Hasta 5 años</li>
\n 	<li><strong>Notificación</strong>: Alerta cuando batería baja</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Protección antisabotaje</li>
\n 	<li>Detección de inhibición</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Volumen</strong>: Hasta 105 dB a 1 metro</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 2000m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: -10°C a +40°C</li>
\n 	<li><strong>Dimensiones</strong>: 150 × 87 × 26 mm</li>
\n 	<li><strong>Peso</strong>: 122g con batería</li>
\n 	<li><strong>Certificación</strong>: EN 50131 Grade 2</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>HomeSiren Blanco</li>
\n 	<li>SmartBracket</li>
\n 	<li>Batería CR123A</li>
\n 	<li>Guía de instalación rápida</li>
\n</ul>
\n<em>Compatible con todos los Hubs Ajax. Ideal para viviendas y oficinas.</em>",,,taxable,,1,,,0,0,0.122,15,8.7,2.6,1,,,74,Sirenas,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HOMESIREN-W.webp,,,,,,,,,0,
121,simple,AJ-HOMESIREN-B,,"Sirena interior Negro",1,0,visible,"Sirena interior Ajax en negro, 105 dB ajustables. LED indicador, función Chime, tonos personalizables. Batería 5 años. Alcance 2000m. Montaje SmartBracket sin herramientas.","<h2>Ajax HomeSiren - Sirena Interior (Negro)</h2>
\nSirena inalámbrica interior con sonido potente de 105 dB y LED indicador. Alerta eficazmente ante intrusiones y situaciones de emergencia.
\n<h3>✨ Características:</h3>
\n<ul>
\n 	<li><strong>105 dB de potencia</strong>: Volumen ajustable para interiores</li>
\n 	<li><strong>LED indicador</strong>: Confirmación visual del estado del sistema</li>
\n 	<li><strong>Tonos personalizables</strong>: Diferentes sonidos para cada tipo de alarma</li>
\n 	<li><strong>Duración ajustable</strong>: Alarmas de 3 segundos a 3 minutos</li>
\n 	<li><strong>Función Chime</strong>: Notificación sonora al abrir puertas</li>
\n 	<li><strong>LED externo opcional</strong>: Terminal para conectar iluminación adicional</li>
\n 	<li><strong>SmartBracket</strong>: Montaje rápido sin herramientas</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 1× CR123A (incluida)</li>
\n 	<li><strong>Duración</strong>: Hasta 5 años</li>
\n 	<li><strong>Notificación</strong>: Alerta cuando batería baja</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Protección antisabotaje</li>
\n 	<li>Detección de inhibición</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Volumen</strong>: Hasta 105 dB a 1 metro</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 2000m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: -10°C a +40°C</li>
\n 	<li><strong>Dimensiones</strong>: 150 × 87 × 26 mm</li>
\n 	<li><strong>Peso</strong>: 122g con batería</li>
\n 	<li><strong>Certificación</strong>: EN 50131 Grade 2</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>HomeSiren Negro</li>
\n 	<li>SmartBracket</li>
\n 	<li>Batería CR123A</li>
\n 	<li>Guía de instalación rápida</li>
\n</ul>
\n<em>Compatible con todos los Hubs Ajax. Ideal para viviendas y oficinas.</em>",,,taxable,,1,,,0,0,0.122,15,8.7,2.6,1,,,74,Sirenas,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2026/01/AJ-HOMESIREN-B_processed.png,,,,,,,,,0,
122,simple,AJ-SPACECONTROL-W,,"SpaceControl Blanco",1,0,visible,"Mando a distancia Ajax en blanco. 4 botones: armado, noche, desarmado y SOS. Batería 3 años. Alcance 1300m. Compacto con llavero incluido. Protección anti-clonación.","<h2>Ajax SpaceControl - Mando a Distancia (Blanco)</h2>
\nMando inalámbrico compacto de 4 botones para controlar el sistema Ajax. Incluye botón de pánico SOS para emergencias.
\n<h3>✨ Características:</h3>
\n<ul>
\n 	<li><strong>4 botones</strong>: Armado completo, armado nocturno, desarmado y pánico</li>
\n 	<li><strong>Botón SOS</strong>: Alerta silenciosa a CRA o contactos de emergencia</li>
\n 	<li><strong>LED de confirmación</strong>: Parpadeo visual al pulsar</li>
\n 	<li><strong>Compacto</strong>: Cabe en bolsillo o bolso</li>
\n 	<li><strong>Llavero incluido</strong>: Para llevar siempre encima</li>
\n 	<li><strong>Autenticación segura</strong>: Protección anti-spoofing</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación anti-clonación</li>
\n 	<li>Protección antisabotaje</li>
\n 	<li>Registro detallado de acciones</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 1× CR2032 (incluida)</li>
\n 	<li><strong>Duración</strong>: Hasta 3 años</li>
\n 	<li><strong>Notificación</strong>: Alerta de batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Botones</strong>: 4 (armar, noche, desarmar, SOS)</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1300m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: -10°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 58 × 36 × 13 mm</li>
\n 	<li><strong>Peso</strong>: 22g con batería</li>
\n 	<li><strong>Protección</strong>: IP20</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>SpaceControl Blanco</li>
\n 	<li>Batería CR2032</li>
\n 	<li>Llavero</li>
\n 	<li>Guía rápida</li>
\n</ul>
\n<em>Compatible con todos los Hubs Ajax. Máximo 50 mandos por sistema.</em>",,,taxable,,1,,,0,0,0.022,5.8,3.6,1.3,1,,,38,Mandos,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2026/01/AJ-SPACECONTROL-W.webp,,,,,,,,,0,
123,simple,AJ-SPACECONTROL-B,,"SpaceControl Negro",1,0,visible,"Mando a distancia Ajax en negro. 4 botones: armado, noche, desarmado y SOS. Batería 3 años. Alcance 1300m. Compacto con llavero incluido. Protección anti-clonación.","<h2>Ajax SpaceControl - Mando a Distancia (Negro)</h2>
\nMando inalámbrico compacto de 4 botones para controlar el sistema Ajax. Incluye botón de pánico SOS para emergencias.
\n<h3>✨ Características:</h3>
\n<ul>
\n 	<li><strong>4 botones</strong>: Armado completo, armado nocturno, desarmado y pánico</li>
\n 	<li><strong>Botón SOS</strong>: Alerta silenciosa a CRA o contactos de emergencia</li>
\n 	<li><strong>LED de confirmación</strong>: Parpadeo visual al pulsar</li>
\n 	<li><strong>Compacto</strong>: Cabe en bolsillo o bolso</li>
\n 	<li><strong>Llavero incluido</strong>: Para llevar siempre encima</li>
\n 	<li><strong>Autenticación segura</strong>: Protección anti-spoofing</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación anti-clonación</li>
\n 	<li>Protección antisabotaje</li>
\n 	<li>Registro detallado de acciones</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 1× CR2032 (incluida)</li>
\n 	<li><strong>Duración</strong>: Hasta 3 años</li>
\n 	<li><strong>Notificación</strong>: Alerta de batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Botones</strong>: 4 (armar, noche, desarmar, SOS)</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1300m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: -10°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 58 × 36 × 13 mm</li>
\n 	<li><strong>Peso</strong>: 22g con batería</li>
\n 	<li><strong>Protección</strong>: IP20</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>SpaceControl Negro</li>
\n 	<li>Batería CR2032</li>
\n 	<li>Llavero</li>
\n 	<li>Guía rápida</li>
\n</ul>
\n<em>Compatible con todos los Hubs Ajax. Máximo 50 mandos por sistema.</em>",,,taxable,,1,,,0,0,0.022,5.8,3.6,1.3,1,,,38,Mandos,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2026/01/AJ-SPACECONTROL-B_processed.png,,,,,,,,,0,
124,simple,AJ-DOORPROTECTPLUS-W,,"DoorProtect Plus Blanco",1,0,visible,"Contacto magnético Ajax Plus en blanco con sensor de vibración. Doble detección: apertura + golpes/taladros. Sensibilidad ajustable. Batería 7 años. Montaje rápido SmartBracket.","<h2>Ajax DoorProtect Plus - Contacto Magnético con Sensor de Vibración (Blanco)</h2>
\nDetector inalámbrico de apertura de puertas y ventanas con sensor de vibración integrado. Doble protección: detecta tanto la apertura como intentos de forzado.
\n<h3>✨ Características Plus:</h3>
\n<ul>
\n 	<li><strong>Doble detección</strong>: Apertura (magnético) + vibración (golpes, taladros)</li>
\n 	<li><strong>Sensor de inclinación</strong>: Alerta si se desplaza la puerta/ventana</li>
\n 	<li><strong>Sensibilidad ajustable</strong>: 3 niveles para evitar falsas alarmas</li>
\n 	<li><strong>SmartBracket</strong>: Instalación sin herramientas en 1 minuto</li>
\n 	<li><strong>Compacto</strong>: Diseño discreto</li>
\n 	<li><strong>Protección antisabotaje</strong>: Alerta si se retira</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Detección de inhibición de señal</li>
\n 	<li>Registro de eventos con marca temporal</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 1× CR123A (incluida)</li>
\n 	<li><strong>Duración</strong>: Hasta 7 años</li>
\n 	<li><strong>Notificación</strong>: Alerta cuando batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Distancia magnética</strong>: Máximo 2 cm entre detector e imán</li>
\n 	<li><strong>Sensibilidad vibración</strong>: 3 niveles ajustables</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1500m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: -14°C a +55°C</li>
\n 	<li><strong>Dimensiones detector</strong>: 98 × 28 × 26 mm</li>
\n 	<li><strong>Dimensiones imán</strong>: 45 × 14 × 14 mm</li>
\n 	<li><strong>Peso total</strong>: 50g</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>DoorProtect Plus (detector)</li>
\n 	<li>Imán</li>
\n 	<li>SmartBracket × 2</li>
\n 	<li>Batería CR123A</li>
\n 	<li>Cinta adhesiva de doble cara</li>
\n 	<li>Guía de instalación</li>
\n</ul>
\n<em>Compatible con todos los Hubs Ajax. Ideal para puertas y ventanas de entrada principal.</em>",,,taxable,,1,,,0,0,0.05,9.8,2.8,2.6,1,,,70,Magnéticos,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2026/01/AJ-DOORPROTECTPLUS-W.webp,,,,,,,,,0,
125,simple,AJ-DOORPROTECTPLUS-B,,"DoorProtect Plus Negro",1,0,visible,"Contacto magnético Ajax Plus en negro con sensor de vibración. Doble detección: apertura + golpes/taladros. Sensibilidad ajustable. Batería 7 años. Montaje rápido SmartBracket.","<h2>Ajax DoorProtect Plus - Contacto Magnético con Sensor de Vibración (Negro)</h2>
\nDetector inalámbrico de apertura de puertas y ventanas con sensor de vibración integrado. Doble protección: detecta tanto la apertura como intentos de forzado.
\n<h3>✨ Características Plus:</h3>
\n<ul>
\n 	<li><strong>Doble detección</strong>: Apertura (magnético) + vibración (golpes, taladros)</li>
\n 	<li><strong>Sensor de inclinación</strong>: Alerta si se desplaza la puerta/ventana</li>
\n 	<li><strong>Sensibilidad ajustable</strong>: 3 niveles para evitar falsas alarmas</li>
\n 	<li><strong>SmartBracket</strong>: Instalación sin herramientas en 1 minuto</li>
\n 	<li><strong>Compacto</strong>: Diseño discreto</li>
\n 	<li><strong>Protección antisabotaje</strong>: Alerta si se retira</li>
\n</ul>
\n<h3>🔐 Seguridad:</h3>
\n<ul>
\n 	<li>Cifrado AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Detección de inhibición de señal</li>
\n 	<li>Registro de eventos con marca temporal</li>
\n</ul>
\n<h3>🔋 Autonomía:</h3>
\n<ul>
\n 	<li><strong>Batería</strong>: 1× CR123A (incluida)</li>
\n 	<li><strong>Duración</strong>: Hasta 7 años</li>
\n 	<li><strong>Notificación</strong>: Alerta cuando batería baja</li>
\n</ul>
\n<h3>📊 Especificaciones:</h3>
\n<ul>
\n 	<li><strong>Distancia magnética</strong>: Máximo 2 cm entre detector e imán</li>
\n 	<li><strong>Sensibilidad vibración</strong>: 3 niveles ajustables</li>
\n 	<li><strong>Frecuencia</strong>: 868 MHz (Jeweller)</li>
\n 	<li><strong>Alcance</strong>: Hasta 1500m sin obstáculos</li>
\n 	<li><strong>Temperatura</strong>: -14°C a +55°C</li>
\n 	<li><strong>Dimensiones detector</strong>: 98 × 28 × 26 mm</li>
\n 	<li><strong>Dimensiones imán</strong>: 45 × 14 × 14 mm</li>
\n 	<li><strong>Peso total</strong>: 50g</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>DoorProtect Plus (detector)</li>
\n 	<li>Imán</li>
\n 	<li>SmartBracket × 2</li>
\n 	<li>Batería CR123A</li>
\n 	<li>Cinta adhesiva de doble cara</li>
\n 	<li>Guía de instalación</li>
\n</ul>
